doi	solvent	amine_type	pKa_amine	n_amine	alcohol_type	pKa_alcohol	n_alcohol	base	base_amount	catalyst	metal	ligand	atmosphere	metal_load	temp	time	yield	TON	atm_type	year	base_amine_ratio	base_alcohol_ratio	reag_ratio
10.1021/jo501273t	neat	Aliphatic	10.0	1.0	AlkCH2OH	17.0	87.0	tBuOK	0.12	[Ru(p-cymene)Cl2]2	Ru	MS 3A, ligand	N2	6.0	25.0	61.0	81.0	13.5	inert	2014	0.12	0.0013793103448275	87.0
10.1021/jo501273t	neat	Aliphatic	10.0	1.0	AlkCH2OH	17.0	87.0	tBuOK	0.12	[Ru(p-cymene)Cl2]2	Ru	MS 3A, ligand	N2	6.0	25.0	61.0	81.0	13.5	inert	2014	0.12	0.0013793103448275	87.0
10.1021/jo501273t	neat	Aliphatic	10.0	1.0	AlkCH2OH	17.0	87.0	tBuOK	0.24	[Ru(p-cymene)Cl2]2	Ru	MS 3A, ligand	N2	12.0	25.0	48.0	99.0	8.25	inert	2014	0.24	0.0027586206896551	87.0
10.1021/jo501273t	neat	Aliphatic	10.0	1.0	AlkCH2OH	17.0	87.0	tBuOK	0.24	[Ru(p-cymene)Cl2]2	Ru	MS 3A, ligand	N2	12.0	25.0	48.0	99.0	8.25	inert	2014	0.24	0.0027586206896551	87.0
10.1021/jo501273t	neat	Aliphatic	10.0	1.0	AlkCH2OH	17.0	87.0	tBuOK	0.24	[Ru(p-cymene)Cl2]2	Ru	MS 3A, ligand	N2	12.0	25.0	48.0	99.0	8.25	inert	2014	0.24	0.0027586206896551	87.0
10.1021/jo501273t	neat	Aliphatic	10.0	1.0	AlkCH2OH	17.0	87.0	tBuOK	0.24	[Ru(p-cymene)Cl2]2	Ru	MS 3A, ligand	N2	12.0	25.0	48.0	99.0	8.25	inert	2014	0.24	0.0027586206896551	87.0
10.1021/cs300756f	neat	Aromatic	4.5	0.05	BnOH	15.4	50.0	no base	0.0	Pd0,3/TiO2	Pd	hv (lambda>300 nm)	N2	3.0	25.0	10.0	97.0	32.333333333333336	inert	2013	0.0	0.0	1000.0
10.1021/cs300756f	neat	Aromatic	4.5	0.05	BnOH	15.4	50.0	no base	0.0	Pd0,3/TiO2	Pd	hv (lambda>300 nm)	N2	3.0	25.0	10.0	82.0	27.33333333333333	inert	2013	0.0	0.0	1000.0
10.1021/cs300756f	neat	Aromatic	4.5	0.05	BnOH	15.4	50.0	no base	0.0	Pd0,3/TiO2	Pd	hv (lambda>300 nm)	N2	3.0	25.0	10.0	96.0	32.0	inert	2013	0.0	0.0	1000.0
10.1021/cs300756f	neat	Aromatic	4.5	0.05	BnOH	15.4	50.0	no base	0.0	Pd0,3/TiO2	Pd	hv (lambda>300 nm)	N2	3.0	25.0	10.0	82.0	27.33333333333333	inert	2013	0.0	0.0	1000.0
10.1021/cs300756f	neat	Aromatic	4.5	0.05	BnOH	15.4	50.0	no base	0.0	Pd0,3/TiO2	Pd	hv (lambda>300 nm)	N2	3.0	25.0	10.0	95.0	31.666666666666668	inert	2013	0.0	0.0	1000.0
10.1021/cs300756f	neat	Aromatic	4.5	0.05	BnOH	15.4	50.0	no base	0.0	Pd0,3/TiO2	Pd	hv (lambda>300 nm)	N2	3.0	25.0	10.0	82.0	27.33333333333333	inert	2013	0.0	0.0	1000.0
10.1021/cs300756f	neat	Aromatic	4.5	0.05	AlkCH2OH	17.0	50.0	no base	0.0	Pd0,3/TiO2	Pd	hv (lambda>300 nm)	N2	3.0	25.0	10.0	95.0	31.666666666666668	inert	2013	0.0	0.0	1000.0
10.1021/cs300756f	neat	Aromatic	4.5	0.05	AlkCH2OH	17.0	50.0	no base	0.0	Pd0,3/TiO2	Pd	hv (lambda>300 nm)	N2	3.0	25.0	10.0	91.0	30.33333333333333	inert	2013	0.0	0.0	1000.0
10.1021/cs300756f	neat	Aliphatic	10.0	0.05	BnOH	15.4	50.0	no base	0.0	Pd0,3/TiO2	Pd	hv (lambda>300 nm)	N2	3.0	25.0	6.0	98.0	32.666666666666664	inert	2013	0.0	0.0	1000.0
10.1039/c3cc42669f	neat	Aromatic	4.5	1.0	BnOH	15.4	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	25.0	48.0	93.0	186.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	neat	Aromatic	4.5	1.0	BnOH	15.4	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	25.0	48.0	92.0	184.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	neat	Aromatic	4.5	1.0	BnOH	15.4	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	25.0	48.0	63.0	126.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	neat	Aromatic	4.5	1.0	BnOH	15.4	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	25.0	48.0	91.0	182.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	neat	Aromatic	4.5	1.0	BnOH	15.4	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	25.0	48.0	85.0	170.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	neat	Aromatic	4.5	1.0	BnOH	15.4	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	25.0	48.0	92.0	184.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	neat	Aromatic	4.5	1.0	AlkCH2OH	17.0	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	25.0	48.0	91.0	182.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	neat	Aromatic	4.5	1.0	AlkCH2OH	17.0	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	25.0	48.0	90.0	180.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	neat	Aromatic	4.5	1.0	AlkCH2OH	17.0	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	25.0	48.0	93.0	186.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.0	25.0	48.0	96.0	96.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.0	25.0	48.0	92.0	92.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.0	25.0	48.0	93.0	93.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.0	25.0	48.0	89.0	89.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.0	25.0	48.0	93.0	93.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.0	25.0	48.0	83.0	83.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.0	25.0	48.0	90.0	90.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.0	25.0	48.0	93.0	93.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	AlkCH2OH	17.0	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.5	25.0	48.0	90.0	60.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	AlkCH2OH	17.0	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.5	25.0	48.0	93.0	62.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	AlkCH2OH	17.0	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.5	25.0	48.0	96.0	64.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	82.0	54.66666666666666	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	85.0	56.66666666666666	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	93.0	62.0	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	79.0	52.66666666666666	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	50.0	33.333333333333336	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	72.0	48.0	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	64.0	42.66666666666666	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	85.0	56.66666666666666	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	86.0	57.333333333333336	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	82.0	54.66666666666666	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	80.0	53.333333333333336	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	72.0	48.0	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	77.0	51.333333333333336	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	74.0	49.333333333333336	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	78.0	52.0	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	73.0	48.66666666666666	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	74.0	49.333333333333336	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	86.0	57.333333333333336	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	58.0	38.66666666666666	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	AlkCH2OH	17.0	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	78.0	52.0	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	AlkCH2OH	17.0	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	65.0	43.333333333333336	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	AlkCH2OH	17.0	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	55.0	36.66666666666666	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	AlkCH2OH	17.0	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	62.0	41.333333333333336	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	AlkCH2OH	17.0	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	75.0	50.0	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	AlkCH2OH	17.0	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	70.0	46.66666666666666	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	AlkCH2OH	17.0	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	1.5	25.0	48.0	70.0	46.66666666666666	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	3.0	25.0	48.0	68.0	22.666666666666668	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	3.0	25.0	48.0	40.0	13.333333333333334	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	3.0	25.0	48.0	49.0	16.333333333333332	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	3.0	25.0	48.0	50.0	16.666666666666668	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	3.0	25.0	48.0	57.0	19.0	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	3.0	25.0	48.0	84.0	28.0	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	3.0	25.0	48.0	80.0	26.666666666666668	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	3.0	25.0	48.0	72.0	24.0	inert	2019	1.0	1.0	1.0
10.1039/c9cc02989c	PhMe	Aromatic	4.5	0.5	BnOH	15.4	0.5	tBuOK	0.5	Mn(CO)3(NHC)2	Mn	no	N2	3.0	25.0	48.0	78.0	26.0	inert	2019	1.0	1.0	1.0
10.1021/jo501273t	neat	Aliphatic	10.0	1.0	AlkCH2OH	17.0	87.0	tBuOK	0.14	[Ru(p-cymene)Cl2]2	Ru	MS 3A, ligand	N2	7.0	45.0	24.0	91.0	13.0	inert	2014	0.14	0.0016091954022988	87.0
10.1021/jo501273t	neat	Aliphatic	10.0	1.0	AlkCH2OH	17.0	87.0	tBuOK	0.14	[Ru(p-cymene)Cl2]2	Ru	MS 3A, ligand	N2	7.0	45.0	24.0	83.0	11.857142857142858	inert	2014	0.14	0.0016091954022988	87.0
10.1021/jo501273t	neat	Aliphatic	10.0	1.0	AlkCH2OH	17.0	87.0	tBuOK	0.14	[Ru(p-cymene)Cl2]2	Ru	MS 3A, ligand	N2	7.0	45.0	24.0	87.0	12.428571428571429	inert	2014	0.14	0.0016091954022988	87.0
10.1039/c3cc42669f	diglyme	Hetaromatic	3.0	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.0	50.0	24.0	92.0	92.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	0.5	50.0	24.0	97.0	194.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	0.5	50.0	24.0	94.0	188.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	0.5	50.0	24.0	94.0	188.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	0.5	50.0	24.0	95.0	190.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	0.5	50.0	24.0	94.0	188.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	0.5	50.0	24.0	71.0	142.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	0.5	50.0	24.0	96.0	192.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	0.5	50.0	24.0	93.0	186.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	0.5	50.0	24.0	95.0	190.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	0.5	50.0	24.0	94.0	188.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	0.5	50.0	24.0	95.0	190.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	0.5	50.0	24.0	96.0	192.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	neat	Aromatic	4.5	1.0	AlkCH2OH	17.0	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	50.0	24.0	92.0	184.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	neat	Aromatic	4.5	1.0	AlkCH2OH	17.0	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	50.0	24.0	93.0	186.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	neat	Aromatic	4.5	1.0	AlkCH2OH	17.0	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	50.0	24.0	96.0	192.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	neat	Aromatic	4.5	1.0	BnOH	15.4	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	50.0	24.0	95.0	190.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	neat	Aromatic	4.5	1.0	BnOH	15.4	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	50.0	24.0	90.0	180.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	neat	Aromatic	4.5	1.0	BnOH	15.4	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	50.0	24.0	93.0	186.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	neat	Aromatic	4.5	1.0	BnOH	15.4	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	50.0	24.0	94.0	188.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	neat	Aromatic	4.5	1.0	BnOH	15.4	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	50.0	24.0	95.0	190.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	neat	Aromatic	4.5	1.0	BnOH	15.4	1.1	tBuOK	0.5	IrNHC	Ir	no	Ar	0.5	50.0	24.0	90.0	180.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	AlkCH2OH	17.0	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.0	50.0	24.0	94.0	94.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	AlkCH2OH	17.0	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.0	50.0	24.0	95.0	95.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	AlkCH2OH	17.0	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.0	50.0	24.0	97.0	97.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.0	50.0	24.0	96.0	96.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.0	50.0	24.0	91.0	91.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.0	50.0	24.0	94.0	94.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.0	50.0	24.0	95.0	95.0	inert	2013	0.5	0.4545454545454545	1.1
10.1039/c3cc42669f	diglyme	Aromatic	4.5	0.5	BnOH	15.4	0.55	tBuOK	0.25	IrNHC	Ir	no	Ar	1.0	50.0	24.0	96.0	96.0	inert	2013	0.5	0.4545454545454545	1.1
10.1002/ejoc.201403636	PhMe	Aromatic	4.5	1.0	BnOH	15.4	1.06	tBuOK	1.0	Ru(cod)Cl2	Ru	PTA ligand	Air	2.5	55.0	15.0	97.0	38.8	oxygen	2015	1.0	0.9433962264150942	1.06
10.1002/ejoc.201403636	PhMe	Aromatic	4.5	1.0	BnOH	15.4	1.06	tBuOK	1.0	Ru(cod)Cl2	Ru	PTA ligand	Air	2.5	55.0	15.0	83.0	33.2	oxygen	2015	1.0	0.9433962264150942	1.06
10.1002/ejoc.201403636	PhMe	Aromatic	4.5	1.0	BnOH	15.4	1.06	tBuOK	1.0	Ru(cod)Cl2	Ru	PTA ligand	Air	2.5	55.0	15.0	79.0	31.6	oxygen	2015	1.0	0.9433962264150942	1.06
10.1002/ejoc.201403636	PhMe	Aromatic	4.5	1.0	BnOH	15.4	1.06	tBuOK	1.0	Ru(cod)Cl2	Ru	PTA ligand	Air	2.5	55.0	15.0	90.0	36.0	oxygen	2015	1.0	0.9433962264150942	1.06
10.1002/ejoc.201403636	PhMe	Aromatic	4.5	1.0	BnOH	15.4	1.06	tBuOK	1.0	Ru(cod)Cl2	Ru	PTA ligand	Air	2.5	55.0	15.0	85.0	34.0	oxygen	2015	1.0	0.9433962264150942	1.06
10.1002/ejoc.201403636	PhMe	Aromatic	4.5	1.0	BnOH	15.4	1.06	tBuOK	1.0	Ru(cod)Cl2	Ru	PTA ligand	Air	2.5	55.0	15.0	84.0	33.6	oxygen	2015	1.0	0.9433962264150942	1.06
10.1002/ejoc.201403636	PhMe	Aromatic	4.5	1.0	BnOH	15.4	1.06	tBuOK	1.0	Ru(cod)Cl2	Ru	PTA ligand	Air	2.5	55.0	15.0	82.0	32.8	oxygen	2015	1.0	0.9433962264150942	1.06
10.1002/ejoc.201403636	PhMe	Aromatic	4.5	1.0	BnOH	15.4	1.06	tBuOK	1.0	Ru(cod)Cl2	Ru	PTA ligand	Air	2.5	55.0	15.0	82.0	32.8	oxygen	2015	1.0	0.9433962264150942	1.06
10.1002/ejoc.201403636	PhMe	Aromatic	4.5	1.0	AlkCH2OH	17.0	1.06	tBuOK	1.0	Ru(cod)Cl2	Ru	PTA ligand	Air	2.5	55.0	15.0	87.0	34.8	oxygen	2015	1.0	0.9433962264150942	1.06
10.1002/ejoc.201403636	PhMe	Aromatic	4.5	1.0	AlkCH2OH	17.0	1.06	tBuOK	1.0	Ru(cod)Cl2	Ru	PTA ligand	Air	2.5	55.0	15.0	77.0	30.8	oxygen	2015	1.0	0.9433962264150942	1.06
10.1002/ejoc.201403636	PhMe	Aromatic	4.5	1.0	AlkCH2OH	17.0	1.06	tBuOK	1.0	Ru(cod)Cl2	Ru	PTA ligand	Air	2.5	55.0	15.0	85.0	34.0	oxygen	2015	1.0	0.9433962264150942	1.06
10.1002/ejoc.201403636	PhMe	Aromatic	4.5	1.0	AlkCH2OH	17.0	1.06	tBuOK	1.0	Ru(cod)Cl2	Ru	PTA ligand	Air	2.5	55.0	15.0	89.0	35.6	oxygen	2015	1.0	0.9433962264150942	1.06
